geography,CCAA,wave,period,age_group_scheme,ego_age_group,alter_age_group,ego_population_size,ego_sample_size_LFS,ego_sample_size_DCS,reciprocity,cores_LFS,cores_DCS,noncores_DCS,all_LFS_DCS,all_DCS_DCS
ccaa,Andalucía,1,"[2020-05-14, 2020-06-10]",10y10y,60+,20-29,1966136.1,44018,864,unweighted,0.14262576736167962,0.19164010113090615,0.1790209641575312,0.3216467315192108,0.37066106528843734
ccaa,Andalucía,1,"[2020-05-14, 2020-06-10]",10y10y,60+,20-29,1966136.1,44018,864,weighted,0.14262576736167962,0.2111875077975635,0.17983174234538077,0.3224575097070604,0.39101925014294425
ccaa,Aragón,1,"[2020-05-14, 2020-06-10]",10y10y,60+,20-29,359645.42,44018,864,none,0.09753890373468402,0.2820955067823215,0.20462995769047868,0.3021688614251627,0.4867254644728002
ccaa,Aragón,1,"[2020-05-14, 2020-06-10]",10y10y,60+,20-29,359645.42,44018,864,unweighted,0.09753890373468402,0.18027443475082505,0.17478031486936543,0.27231921860404945,0.35505474962019046
ccaa,Aragón,1,"[2020-05-14, 2020-06-10]",10y10y,60+,20-29,359645.42,44018,864,weighted,0.09753890373468402,0.20262189657284016,0.18133164790914402,0.278870551643828,0.38395354448198415
ccaa,"Asturias, Principado de",1,"[2020-05-14, 2020-06-10]",10y10y,60+,20-29,337702.52,44018,864,none,0.08923027876724166,0.2825869273233319,0.18887081773114422,0.2781010964983859,0.47145774505447613
ccaa,"Asturias, Principado de",1,"[2020-05-14, 2020-06-10]",10y10y,60+,20-29,337702.52,44018,864,unweighted,0.08923027876724166,0.16695771803588033,0.13666500551838776,0.2258952842856294,0.3036227235542681
ccaa,"Asturias, Principado de",1,"[2020-05-14, 2020-06-10]",10y10y,60+,20-29,337702.52,44018,864,weighted,0.08923027876724166,0.19233575902980934,0.1481230207605665,0.23735329952780815,0.34045877979037587
ccaa,"Balears, Illes",1,"[2020-05-14, 2020-06-10]",10y10y,60+,20-29,259089.22,44018,864,none,0.1659687732280023,0.2802360642859928,0.20618133996740243,0.3721501131954047,0.4864174042533952
ccaa,"Balears, Illes",1,"[2020-05-14, 2020-06-10]",10y10y,60+,20-29,259089.22,44018,864,unweighted,0.1659687732280023,0.201664156014659,0.21299540650233803,0.37896417973034036,0.41465956251699704
ccaa,"Balears, Illes",1,"[2020-05-14, 2020-06-10]",10y10y,60+,20-29,259089.22,44018,864,weighted,0.1659687732280023,0.21890894322170545,0.21149987037505152,0.3774686436030538,0.430408813596757
ccaa,Canarias,1,"[2020-05-14, 2020-06-10]",10y10y,60+,20-29,499754.56,44018,864,none,0.1749708096710513,0.28218047761527565,0.17231635952740573,0.34728716919845704,0.4544968371426814
ccaa,Canarias,1,"[2020-05-14, 2020-06-10]",10y10y,60+,20-29,499754.56,44018,864,unweighted,0.1749708096710513,0.1972785401758828,0.18019264778672137,0.35516345745777267,0.37747118796260415
ccaa,Canarias,1,"[2020-05-14, 2020-06-10]",10y10y,60+,20-29,499754.56,44018,864,weighted,0.1749708096710513,0.21591262806836778,0.1784639776041899,0.3534347872752412,0.39437660567255767
ccaa,Cantabria,1,"[2020-05-14, 2020-06-10]",10y10y,60+,20-29,167918.95,44018,864,none,0.09421759723962064,0.28472429125510906,0.20625153810154367,0.3004691353411643,0.49097582935665274
ccaa,Cantabria,1,"[2020-05-14, 2020-06-10]",10y10y,60+,20-29,167918.95,44018,864,unweighted,0.09421759723962064,0.1758656181710887,0.16115834044669206,0.2553759376863127,0.3370239586177808
ccaa,Cantabria,1,"[2020-05-14, 2020-06-10]",10y10y,60+,20-29,167918.95,44018,864,weighted,0.09421759723962063,0.1997576769778144,0.17105529490728405,0.2652728921469047,0.37081297188509843
ccaa,Castilla y León,1,"[2020-05-14, 2020-06-10]",10y10y,60+,20-29,747843.92,44018,864,none,0.10020867723307825,0.28212395587445566,0.201485542425137,0.30169421965821525,0.48360949829959266
ccaa,Castilla y León,1,"[2020-05-14, 2020-06-10]",10y10y,60+,20-29,747843.92,44018,864,unweighted,0.10020867723307825,0.17136503256239657,0.15621358985664976,0.25642226708972804,0.32757862241904634
ccaa,Castilla y León,1,"[2020-05-14, 2020-06-10]",10y10y,60+,20-29,747843.92,44018,864,weighted,0.10020867723307825,0.19567415405149355,0.16614977704705172,0.26635845428012994,0.36182393109854527
ccaa,Castilla-La Mancha,1,"[2020-05-14, 2020-06-10]",10y10y,60+,20-29,489606.79,44018,864,none,0.09923524549159132,0.28308569482560186,0.18193779321010778,0.2811730387016991,0.46502348803570964
ccaa,Castilla-La Mancha,1,"[2020-05-14, 2020-06-10]",10y10y,60+,20-29,489606.79,44018,864,unweighted,0.09923524549159132,0.19085872219399688,0.17558744122339431,0.27482268671498566,0.3664461634173912
ccaa,Castilla-La Mancha,1,"[2020-05-14, 2020-06-10]",10y10y,60+,20-29,489606.79,44018,864,weighted,0.09923524549159132,0.21110049247517484,0.17698120231574993,0.2762164478073412,0.3880816947909248
ccaa,Cataluña,1,"[2020-05-14, 2020-06-10]",10y10y,60+,20-29,1861817.43,44018,864,none,0.12773322784930638,0.28682089581783465,0.1838209257733765,0.3115541536226829,0.47064182159121115
ccaa,Cataluña,1,"[2020-05-14, 2020-06-10]",10y10y,60+,20-29,1861817.43,44018,864,unweighted,0.12773322784930638,0.19239885471985282,0.1708612231947424,0.2985944510440488,0.36326007791459525
ccaa,Cataluña,1,"[2020-05-14, 2020-06-10]",10y10y,60+,20-29,1861817.43,44018,864,weighted,0.12773322784930638,0.21312239373288908,0.17370558981574113,0.30143881766504754,0.38682798354863024
ccaa,Comunitat Valenciana,1,"[2020-05-14, 2020-06-10]",10y10y,60+,20-29,1286168.95,44018,864,none,0.13669637258775374,0.29219618211849885,0.18664143679816136,0.3233378093859151,0.4788376189166602
ccaa,Comunitat Valenciana,1,"[2020-05-14, 2020-06-10]",10y10y,60+,20-29,1286168.95,44018,864,unweighted,0.13669637258775374,0.19153910208003194,0.16447406019717806,0.30117043278493183,0.35601316227721
ccaa,Comunitat Valenciana,1,"[2020-05-14, 2020-06-10]",10y10y,60+,20-29,1286168.95,44018,864,weighted,0.13669637258775374,0.21363109353519302,0.16933930657890411,0.30603567916665786,0.3829704001140971
ccaa,Extremadura,1,"[2020-05-14, 2020-06-10]",10y10y,60+,20-29,282626.01,44018,864,none,0.12349404784081973,0.28018546347888995,0.18092295339777373,0.30441700123859344,0.4611084168766637
ccaa,Extremadura,1,"[2020-05-14, 2020-06-10]",10y10y,60+,20-29,282626.01,44018,864,unweighted,0.12349404784081973,0.18316561723776859,0.16538441032841045,0.2888784581692302,0.34855002756617903
ccaa,Extremadura,1,"[2020-05-14, 2020-06-10]",10y10y,60+,20-29,282626.01,44018,864,weighted,0.12349404784081973,0.20445931673035064,0.16879477510933633,0.29228882295015607,0.37325409183968694
ccaa,Galicia,1,"[2020-05-14, 2020-06-10]",10y10y,60+,20-29,856980.02,44018,864,none,0.11185676184142544,0.2851695268268078,0.21014416409259204,0.32200092593401747,0.4953136909193998
ccaa,Galicia,1,"[2020-05-14, 2020-06-10]",10y10y,60+,20-29,856980.02,44018,864,unweighted,0.11185676184142544,0.1718356052893777,0.16188189152376678,0.2737386533651922,0.33371749681314444
ccaa,Galicia,1,"[2020-05-14, 2020-06-10]",10y10y,60+,20-29,856980.02,44018,864,weighted,0.11185676184142544,0.19670988164656952,0.17247438747923938,0.28433114932066483,0.36918426912580893
ccaa,"Madrid, Comunidad de",1,"[2020-05-14, 2020-06-10]",10y10y,60+,20-29,1554542.46,44018,864,none,0.1580615044763718,0.28148365139169884,0.1507734015009869,0.3088349059773587,0.43225705289268573
ccaa,"Madrid, Comunidad de",1,"[2020-05-14, 2020-06-10]",10y10y,60+,20-29,1554542.46,44018,864,unweighted,0.1580615044763718,0.19195482503667674,0.14197643060330117,0.30003793507967297,0.33393125563997794
ccaa,"Madrid, Comunidad de",1,"[2020-05-14, 2020-06-10]",10y10y,60+,20-29,1554542.46,44018,864,weighted,0.1580615044763718,0.21160441219010787,0.1439071701581214,0.3019686746344932,0.35551158234822927
ccaa,"Murcia, Región de",1,"[2020-05-14, 2020-06-10]",10y10y,60+,20-29,318982.23,44018,864,none,0.1505204224072294,0.27519226421000326,0.19678291447949497,0.3473033368867244,0.47197517868949823
ccaa,"Murcia, Región de",1,"[2020-05-14, 2020-06-10]",10y10y,60+,20-29,318982.23,44018,864,unweighted,0.1505204224072294,0.19687641064533426,0.21072167385963808,0.3612420962668675,0.40759808450497237
ccaa,"Murcia, Región de",1,"[2020-05-14, 2020-06-10]",10y10y,60+,20-29,318982.23,44018,864,weighted,0.1505204224072294,0.21406499953638022,0.207662426035203,0.3581828484424324,0.4217274255715832
ccaa,"Navarra, Comunidad Foral de",1,"[2020-05-14, 2020-06-10]",10y10y,60+,20-29,164737.57,44018,864,none,0.18722426220078395,0.2805603884454945,0.18708861891694908,0.37431288111773303,0.46764900736244364
ccaa,"Navarra, Comunidad Foral de",1,"[2020-05-14, 2020-06-10]",10y10y,60+,20-29,164737.57,44018,864,unweighted,0.18722426220078395,0.18503457250214111,0.16927298591837384,0.3564972481191578,0.354307558420515
ccaa,"Navarra, Comunidad Foral de",1,"[2020-05-14, 2020-06-10]",10y10y,60+,20-29,164737.57,44018,864,weighted,0.18722426220078395,0.2060003655567515,0.17318312131890798,0.3604073835196919,0.3791834868756595
ccaa,País Vasco,1,"[2020-05-14, 2020-06-10]",10y10y,60+,20-29,633598,44018,864,none,0.1211980309281279,0.27948331479473904,0.2159776267464106,0.3371756576745385,0.4954609415411496
ccaa,País Vasco,1,"[2020-05-14, 2020-06-10]",10y10y,60+,20-29,633598,44018,864,unweighted,0.1211980309281279,0.17390725947221952,0.1729545483806117,0.2941525793087396,0.3468618078528312
ccaa,País Vasco,1,"[2020-05-14, 2020-06-10]",10y10y,60+,20-29,633598,44018,864,weighted,0.1211980309281279,0.19707885665309716,0.1823971576761399,0.3035951886042678,0.37947601432923705
ccaa,"Rioja, La",1,"[2020-05-14, 2020-06-10]",10y10y,60+,20-29,85055.61,44018,864,none,0.10046086319291579,0.2866415534189575,0.1954040928547873,0.2958649560477031,0.4820456462737448
ccaa,"Rioja, La",1,"[2020-05-14, 2020-06-10]",10y10y,60+,20-29,85055.61,44018,864,unweighted,0.10046086319291579,0.1816552860522759,0.16870310233912603,0.2691639655320418,0.35035838839140193
ccaa,"Rioja, La",1,"[2020-05-14, 2020-06-10]",10y10y,60+,20-29,85055.61,44018,864,weighted,0.10046086319291579,0.20469743788787084,0.1745633761925986,0.2750242393855144,0.3792608140804694
ccaa,Andalucía,1,"[2020-05-14, 2020-06-10]",10y10y,60+,30-39,1966136.1,44018,864,none,0.1667763640574017,0.19996765631266175,0.4805216133355125,0.6472979773929142,0.6804892696481742
ccaa,Andalucía,1,"[2020-05-14, 2020-06-10]",10y10y,60+,30-39,1966136.1,44018,864,unweighted,0.16677636405740173,0.16115909278779167,0.34838182817032887,0.5151581922277306,0.5095409209581205
ccaa,Andalucía,1,"[2020-05-14, 2020-06-10]",10y10y,60+,30-39,1966136.1,44018,864,weighted,0.1667763640574017,0.16051854165391502,0.34620080724273045,0.5129771713001321,0.5067193488966455
ccaa,Aragón,1,"[2020-05-14, 2020-06-10]",10y10y,60+,30-39,359645.42,44018,864,none,0.11823581682202432,0.20970591969689717,0.5371731665931618,0.6554089834151862,0.746879086290059
ccaa,Aragón,1,"[2020-05-14, 2020-06-10]",10y10y,60+,30-39,359645.42,44018,864,unweighted,0.11823581682202432,0.1531215733186924,0.35899643810649867,0.477232254928523,0.5121180114251911
ccaa,Aragón,1,"[2020-05-14, 2020-06-10]",10y10y,60+,30-39,359645.42,44018,864,weighted,0.11823581682202432,0.15218762565507946,0.3560555586949373,0.47429137551696166,0.5082431843500168
ccaa,"Asturias, Principado de",1,"[2020-05-14, 2020-06-10]",10y10y,60+,30-39,337702.52,44018,864,none,0.08617942797702545,0.20177272155442055,0.5012311598172066,0.587410587794232,0.7030038813716271
ccaa,"Asturias, Principado de",1,"[2020-05-14, 2020-06-10]",10y10y,60+,30-39,337702.52,44018,864,unweighted,0.08617942797702546,0.13436825523049148,0.312919095995451,0.39909852397247647,0.44728735122594243
ccaa,"Asturias, Principado de",1,"[2020-05-14, 2020-06-10]",10y10y,60+,30-39,337702.52,44018,864,weighted,0.08617942797702546,0.1332557170839952,0.30981092874967353,0.395990356726699,0.4430666458336687
ccaa,"Balears, Illes",1,"[2020-05-14, 2020-06-10]",10y10y,60+,30-39,259089.22,44018,864,none,0.16533536208106228,0.2078161119803209,0.5401404396242278,0.70547580170529,0.7479565516045487
ccaa,"Balears, Illes",1,"[2020-05-14, 2020-06-10]",10y10y,60+,30-39,259089.22,44018,864,unweighted,0.16533536208106228,0.18362842877328173,0.41920225756843055,0.5845376196494928,0.6028306863417123
ccaa,"Balears, Illes",1,"[2020-05-14, 2020-06-10]",10y10y,60+,30-39,259089.22,44018,864,weighted,0.16533536208106228,0.18322920121892539,0.4172061236585739,0.5825414857396362,0.6004353248774993
ccaa,Canarias,1,"[2020-05-14, 2020-06-10]",10y10y,60+,30-39,499754.56,44018,864,none,0.27500571480528363,0.20144577892388663,0.4694732304132221,0.7444789452185057,0.6709190093371087
ccaa,Canarias,1,"[2020-05-14, 2020-06-10]",10y10y,60+,30-39,499754.56,44018,864,unweighted,0.2750057148052836,0.16951516525807875,0.3497640628599702,0.6247697776652538,0.5192792281180489
ccaa,Canarias,1,"[2020-05-14, 2020-06-10]",10y10y,60+,30-39,499754.56,44018,864,weighted,0.27500571480528363,0.16898813748556396,0.3477882143346177,0.6227939291399014,0.5167763518201817
ccaa,Cantabria,1,"[2020-05-14, 2020-06-10]",10y10y,60+,30-39,167918.95,44018,864,none,0.14031715896270194,0.2070075390192681,0.527805306044091,0.668122465006793,0.7348128450633591
ccaa,Cantabria,1,"[2020-05-14, 2020-06-10]",10y10y,60+,30-39,167918.95,44018,864,unweighted,0.14031715896270194,0.14784957228023798,0.3396093072174596,0.47992646618016155,0.48745887949769756
ccaa,Cantabria,1,"[2020-05-14, 2020-06-10]",10y10y,60+,30-39,167918.95,44018,864,weighted,0.14031715896270194,0.14687314596525114,0.3365030556716586,0.47682021463436053,0.48337620163690975
ccaa,Castilla y León,1,"[2020-05-14, 2020-06-10]",10y10y,60+,30-39,747843.92,44018,864,none,0.11687632627941937,0.20367472611605636,0.5168894778819377,0.6337658041613571,0.720564203997994
ccaa,Castilla y León,1,"[2020-05-14, 2020-06-10]",10y10y,60+,30-39,747843.92,44018,864,unweighted,0.11687632627941937,0.1386672013472414,0.3284819019075143,0.44535822818693366,0.46714910325475567
ccaa,Castilla y León,1,"[2020-05-14, 2020-06-10]",10y10y,60+,30-39,747843.92,44018,864,weighted,0.11687632627941937,0.13759422569653243,0.32537215819478904,0.4422484844742084,0.4629663838913215
ccaa,Castilla-La Mancha,1,"[2020-05-14, 2020-06-10]",10y10y,60+,30-39,489606.79,44018,864,none,0.15070242387774074,0.20289546583356022,0.49127104304599395,0.6419734669237347,0.6941665088795541
ccaa,Castilla-La Mancha,1,"[2020-05-14, 2020-06-10]",10y10y,60+,30-39,489606.79,44018,864,unweighted,0.15070242387774074,0.16016566419022923,0.3519654603712517,0.5026678842489924,0.5121311245614809
ccaa,Castilla-La Mancha,1,"[2020-05-14, 2020-06-10]",10y10y,60+,30-39,489606.79,44018,864,weighted,0.15070242387774074,0.15946039142548443,0.34966616503968223,0.500368588917423,0.5091265564651667
ccaa,Cataluña,1,"[2020-05-14, 2020-06-10]",10y10y,60+,30-39,1861817.43,44018,864,none,0.1211072505643048,0.2036088698263032,0.49185416448007147,0.6129614150443763,0.6954630343063747
ccaa,Cataluña,1,"[2020-05-14, 2020-06-10]",10y10y,60+,30-39,1861817.43,44018,864,unweighted,0.1211072505643048,0.15938757576463916,0.34074045546886955,0.4618477060331744,0.5001280312335087
ccaa,Cataluña,1,"[2020-05-14, 2020-06-10]",10y10y,60+,30-39,1861817.43,44018,864,weighted,0.1211072505643048,0.15865768531057642,0.3382462622068747,0.45935351277117953,0.49690394751745115
ccaa,Comunitat Valenciana,1,"[2020-05-14, 2020-06-10]",10y10y,60+,30-39,1286168.95,44018,864,none,0.1399041315684071,0.2110490678916366,0.4808048715617362,0.6207090031301432,0.6918539394533728
ccaa,Comunitat Valenciana,1,"[2020-05-14, 2020-06-10]",10y10y,60+,30-39,1286168.95,44018,864,unweighted,0.1399041315684071,0.15943410546753528,0.33111183204049277,0.47101596360889986,0.49054593750802805
ccaa,Comunitat Valenciana,1,"[2020-05-14, 2020-06-10]",10y10y,60+,30-39,1286168.95,44018,864,weighted,0.1399041315684071,0.15858217950834408,0.3286410875065622,0.46854521907496927,0.48722326701490626
ccaa,Extremadura,1,"[2020-05-14, 2020-06-10]",10y10y,60+,30-39,282626.01,44018,864,none,0.12237840388434171,0.19875934274310317,0.4780942550055484,0.6004726588898901,0.6768535977486516
ccaa,Extremadura,1,"[2020-05-14, 2020-06-10]",10y10y,60+,30-39,282626.01,44018,864,unweighted,0.12237840388434171,0.15072955966638035,0.32757098407433943,0.4499493879586811,0.4783005437407198
ccaa,Extremadura,1,"[2020-05-14, 2020-06-10]",10y10y,60+,30-39,282626.01,44018,864,weighted,0.12237840388434171,0.1499368085512836,0.32508653623312994,0.4474649401174716,0.47502334478441355
ccaa,Galicia,1,"[2020-05-14, 2020-06-10]",10y10y,60+,30-39,856980.02,44018,864,none,0.14982506826705247,0.21229971313386747,0.5548276441705438,0.7046527124375962,0.7671273573044113
ccaa,Galicia,1,"[2020-05-14, 2020-06-10]",10y10y,60+,30-39,856980.02,44018,864,unweighted,0.1498250682670525,0.1450487296623643,0.3564297583464901,0.5062548266135426,0.5014784880088544
ccaa,Galicia,1,"[2020-05-14, 2020-06-10]",10y10y,60+,30-39,856980.02,44018,864,weighted,0.14982506826705247,0.14393872481280617,0.3531551205042035,0.5029801887712559,0.4970938453170097
ccaa,"Madrid, Comunidad de",1,"[2020-05-14, 2020-06-10]",10y10y,60+,30-39,1554542.46,44018,864,none,0.1611179150423463,0.207494934031523,0.3828128561675119,0.5439307712098582,0.5903077901990349
ccaa,"Madrid, Comunidad de",1,"[2020-05-14, 2020-06-10]",10y10y,60+,30-39,1554542.46,44018,864,unweighted,0.1611179150423463,0.1678499624898458,0.2733417106646901,0.4344596257070364,0.4411916731545359
ccaa,"Madrid, Comunidad de",1,"[2020-05-14, 2020-06-10]",10y10y,60+,30-39,1554542.46,44018,864,weighted,0.1611179150423463,0.1671956061012808,0.271534844859578,0.4326527599019243,0.43873045096085883
ccaa,"Murcia, Región de",1,"[2020-05-14, 2020-06-10]",10y10y,60+,30-39,318982.23,44018,864,none,0.18072163455625728,0.2058730694656093,0.5099120408775916,0.6906336754338489,0.7157851103432009
ccaa,"Murcia, Región de",1,"[2020-05-14, 2020-06-10]",10y10y,60+,30-39,318982.23,44018,864,unweighted,0.18072163455625725,0.17251597585679057,0.3870983166179741,0.5678199511742313,0.5596142924747647
ccaa,"Murcia, Región de",1,"[2020-05-14, 2020-06-10]",10y10y,60+,30-39,318982.23,44018,864,weighted,0.18072163455625728,0.17196540345231942,0.3850712261208034,0.5657928606770607,0.5570366295731228
ccaa,"Navarra, Comunidad Foral de",1,"[2020-05-14, 2020-06-10]",10y10y,60+,30-39,164737.57,44018,864,none,0.11817522863788753,0.20421652181560904,0.5101243251468354,0.6282995537847229,0.7143408469624444
ccaa,"Navarra, Comunidad Foral de",1,"[2020-05-14, 2020-06-10]",10y10y,60+,30-39,164737.57,44018,864,unweighted,0.11817522863788753,0.1523678705652525,0.34489500363585435,0.4630702322737419,0.4972628742011068
ccaa,"Navarra, Comunidad Foral de",1,"[2020-05-14, 2020-06-10]",10y10y,60+,30-39,164737.57,44018,864,weighted,0.11817522863788753,0.15151208747688577,0.3421678264452918,0.46034305508317935,0.4936799139221776
ccaa,País Vasco,1,"[2020-05-14, 2020-06-10]",10y10y,60+,30-39,633598,44018,864,none,0.11012886719970706,0.20083422325800537,0.5713787379644152,0.6815076051641222,0.7722129612224206
ccaa,País Vasco,1,"[2020-05-14, 2020-06-10]",10y10y,60+,30-39,633598,44018,864,unweighted,0.11012886719970706,0.14055668660036483,0.36465961139898656,0.4747884785986936,0.5052162979993514
ccaa,País Vasco,1,"[2020-05-14, 2020-06-10]",10y10y,60+,30-39,633598,44018,864,weighted,0.11012886719970706,0.13956178132826944,0.3612476280919875,0.47137649529169456,0.500809409420257
ccaa,"Rioja, La",1,"[2020-05-14, 2020-06-10]",10y10y,60+,30-39,85055.61,44018,864,none,0.0983570631025984,0.21166794156189148,0.5357756816411124,0.6341327447437108,0.747443623203004
ccaa,"Rioja, La",1,"[2020-05-14, 2020-06-10]",10y10y,60+,30-39,85055.61,44018,864,unweighted,0.0983570631025984,0.155145091972919,0.35850312659581696,0.45686018969841535,0.513648218568736
ccaa,"Rioja, La",1,"[2020-05-14, 2020-06-10]",10y10y,60+,30-39,85055.61,44018,864,weighted,0.0983570631025984,0.15421215933883806,0.3555771709348531,0.4539342340374515,0.5097893302736911
ccaa,Andalucía,1,"[2020-05-14, 2020-06-10]",10y10y,60+,40-49,1966136.1,44018,864,none,0.12135754996818379,0.11891331425782016,0.6190707158277794,0.7404282657959632,0.7379840300855995
ccaa,Andalucía,1,"[2020-05-14, 2020-06-10]",10y10y,60+,40-49,1966136.1,44018,864,unweighted,0.12135754996818379,0.11678879432649732,0.47280923802460223,0.594166787992786,0.5895980323510995
ccaa,Andalucía,1,"[2020-05-14, 2020-06-10]",10y10y,60+,40-49,1966136.1,44018,864,weighted,0.12135754996818379,0.11659952502317968,0.45977909055557914,0.5811366405237629,0.5763786155787588
ccaa,Aragón,1,"[2020-05-14, 2020-06-10]",10y10y,60+,40-49,359645.42,44018,864,none,0.09168928107022746,0.12536777601162086,0.7335256384017899,0.8252149194720173,0.8588934144134107
ccaa,Aragón,1,"[2020-05-14, 2020-06-10]",10y10y,60+,40-49,359645.42,44018,864,unweighted,0.09168928107022746,0.11177934594122965,0.5166054443981869,0.6082947254684143,0.6283847903394165
ccaa,Aragón,1,"[2020-05-14, 2020-06-10]",10y10y,60+,40-49,359645.42,44018,864,weighted,0.09168928107022746,0.11056877942467927,0.4972804508364531,0.5889697319066806,0.6078492302611324
ccaa,"Asturias, Principado de",1,"[2020-05-14, 2020-06-10]",10y10y,60+,40-49,337702.52,44018,864,none,0.12579236897610357,0.11969176799693776,0.6459731136609036,0.7717654826370072,0.7656648816578413
ccaa,"Asturias, Principado de",1,"[2020-05-14, 2020-06-10]",10y10y,60+,40-49,337702.52,44018,864,unweighted,0.12579236897610355,0.10024362861196565,0.43785785508728053,0.563650224063384,0.5381014836992462
ccaa,"Asturias, Principado de",1,"[2020-05-14, 2020-06-10]",10y10y,60+,40-49,337702.52,44018,864,weighted,0.12579236897610355,0.09851103211430605,0.41931727591018914,0.5451096448862927,0.5178283080244952
ccaa,"Balears, Illes",1,"[2020-05-14, 2020-06-10]",10y10y,60+,40-49,259089.22,44018,864,none,0.16679655757194373,0.11619198697131004,0.6936053270434351,0.8604018846153789,0.8097973140147452
ccaa,"Balears, Illes",1,"[2020-05-14, 2020-06-10]",10y10y,60+,40-49,259089.22,44018,864,unweighted,0.16679655757194375,0.12998888996834193,0.5525563479629435,0.7193529055348873,0.6825452379312854
ccaa,"Balears, Illes",1,"[2020-05-14, 2020-06-10]",10y10y,60+,40-49,259089.22,44018,864,weighted,0.16679655757194373,0.13121802892801424,0.5399905717559836,0.7067871293279273,0.6712086006839979
ccaa,Canarias,1,"[2020-05-14, 2020-06-10]",10y10y,60+,40-49,499754.56,44018,864,none,0.2274153536487991,0.1181982347025388,0.6095920798081248,0.837007433456924,0.7277903145106636
ccaa,Canarias,1,"[2020-05-14, 2020-06-10]",10y10y,60+,40-49,499754.56,44018,864,unweighted,0.2274153536487991,0.12260040269292469,0.489419529431768,0.7168348830805671,0.6120199321246926
ccaa,Canarias,1,"[2020-05-14, 2020-06-10]",10y10y,60+,40-49,499754.56,44018,864,weighted,0.22741535364879908,0.12299258318337025,0.4787135932095201,0.7061289468583192,0.6017061763928904
ccaa,Cantabria,1,"[2020-05-14, 2020-06-10]",10y10y,60+,40-49,167918.95,44018,864,none,0.10873597053816737,0.12967553751808303,0.7108554651476657,0.8195914356858331,0.8405310026657488
ccaa,Cantabria,1,"[2020-05-14, 2020-06-10]",10y10y,60+,40-49,167918.95,44018,864,unweighted,0.10873597053816737,0.11404221713173938,0.4958228783147874,0.6045588488529547,0.6098650954465268
ccaa,Cantabria,1,"[2020-05-14, 2020-06-10]",10y10y,60+,40-49,167918.95,44018,864,weighted,0.10873597053816737,0.11264947535773197,0.4766660479643623,0.5854020185025297,0.5893155233220942
ccaa,Castilla y León,1,"[2020-05-14, 2020-06-10]",10y10y,60+,40-49,747843.92,44018,864,none,0.08233414533877603,0.1198059658193027,0.693263098446417,0.775597243785193,0.8130690642657197
ccaa,Castilla y León,1,"[2020-05-14, 2020-06-10]",10y10y,60+,40-49,747843.92,44018,864,unweighted,0.08233414533877603,0.09894999173452254,0.46549701147044587,0.5478311568092219,0.5644470032049684
ccaa,Castilla y León,1,"[2020-05-14, 2020-06-10]",10y10y,60+,40-49,747843.92,44018,864,weighted,0.08233414533877603,0.09709197401162964,0.44520577862967675,0.5275399239684528,0.5422977526413064
ccaa,Castilla-La Mancha,1,"[2020-05-14, 2020-06-10]",10y10y,60+,40-49,489606.79,44018,864,none,0.09748663820614088,0.1225446314168623,0.6398256370953026,0.7373122753014435,0.7623702685121649
ccaa,Castilla-La Mancha,1,"[2020-05-14, 2020-06-10]",10y10y,60+,40-49,489606.79,44018,864,unweighted,0.09748663820614088,0.11722123643890953,0.48160682365679286,0.5790934618629338,0.5988280600957023
ccaa,Castilla-La Mancha,1,"[2020-05-14, 2020-06-10]",10y10y,60+,40-49,489606.79,44018,864,weighted,0.09748663820614088,0.11674698564751575,0.46751142066727885,0.5649980588734197,0.5842584063147946
ccaa,Cataluña,1,"[2020-05-14, 2020-06-10]",10y10y,60+,40-49,1861817.43,44018,864,none,0.10273120066342915,0.12287136982773186,0.6321742645765817,0.7349054652400108,0.7550456344043135
ccaa,Cataluña,1,"[2020-05-14, 2020-06-10]",10y10y,60+,40-49,1861817.43,44018,864,unweighted,0.10273120066342917,0.11787697126636466,0.4707386507227985,0.5734698513862277,0.5886156219891632
ccaa,Cataluña,1,"[2020-05-14, 2020-06-10]",10y10y,60+,40-49,1861817.43,44018,864,weighted,0.10273120066342917,0.11743203011883116,0.45635666930936186,0.559087869972791,0.573788699428193
ccaa,Comunitat Valenciana,1,"[2020-05-14, 2020-06-10]",10y10y,60+,40-49,1286168.95,44018,864,none,0.11489862976399798,0.12415473050407574,0.6410657961844931,0.7559644259484911,0.7652205266885689
ccaa,Comunitat Valenciana,1,"[2020-05-14, 2020-06-10]",10y10y,60+,40-49,1286168.95,44018,864,unweighted,0.11489862976399795,0.11747300475516236,0.47044542544273116,0.585344055206729,0.5879184301978935
ccaa,Comunitat Valenciana,1,"[2020-05-14, 2020-06-10]",10y10y,60+,40-49,1286168.95,44018,864,weighted,0.11489862976399795,0.11687774294621857,0.45524519209778763,0.5701438218617856,0.5721229350440062
ccaa,Extremadura,1,"[2020-05-14, 2020-06-10]",10y10y,60+,40-49,282626.01,44018,864,none,0.08796854896688383,0.11696732168814583,0.6267655371223393,0.7147340860892231,0.7437328588104851
ccaa,Extremadura,1,"[2020-05-14, 2020-06-10]",10y10y,60+,40-49,282626.01,44018,864,unweighted,0.08796854896688382,0.10361555671919855,0.44703734986625243,0.5350058988331362,0.550652906585451
